filename,processed_at,master_id,refid,match_type,pdf_path,status,title,notes
EBSCO-FullText-06_24_2026-9.pdf,2026-06-24T18:37:06Z,M0189,,doi,review/EBSCO/pdfs/EBSCO_M0189_Xiaoxue Tan_2026_PPA_A_555791_123.pdf,matched,PPA_A_555791 1..23,
EBSCO-FullText-06_24_2026-10.pdf,2026-06-24T18:37:23Z,M0190,,doi,review/EBSCO/pdfs/EBSCO_M0190_Li-Yuan Wang_2025_The_effects_of_peer_overqualification_on_dualist.pdf,matched,,
EBSCO-FullText-06_24_2026-11.pdf,2026-06-24T18:37:41Z,M0191,,doi,review/EBSCO/pdfs/EBSCO_M0191_information use and comprehension. Six hundred fifty undergraduate students from Henan_2025_Modeling_information_literacy_in_Chinese_physica.pdf,matched,,
EBSCO-FullText-06_24_2026-12.pdf,2026-06-24T18:38:43Z,M0192,,doi,review/EBSCO/pdfs/EBSCO_M0192_Tian_2025_The_Positive_Effects_of_Employee_AI_Dependence_o.pdf,matched,The Positive Effects of Employee AI Dependence on Voice Behavior—Based on Power Dependence Theory,
EBSCO-FullText-06_24_2026-14.pdf,2026-06-24T18:40:57Z,M0194,,title_fuzzy_1.000,review/EBSCO/pdfs/EBSCO_M0194_Intentions. Behavioral Sciences_2025_The_Double-Edged_Sword_Effect_of_Generative_AI_A.pdf,matched,The Double-Edged Sword Effect of Generative AI Adoption on Students’ Sustainable Entrepreneurship Intentions,
EBSCO-FullText-06_24_2026-15.pdf,2026-06-24T18:42:48Z,M0195,,doi,review/EBSCO/pdfs/EBSCO_M0195_Risk_2025_Cumulative_Family_Risk_and_Migrant_Childrens_Sch.pdf,matched,Cumulative Family Risk and Migrant Children’s School Adjustment: A Moderated Mediation Model of Relative Deprivation and Beliefs About Adversity,
EBSCO-FullText-06_24_2026-17.pdf,2026-06-24T18:42:48Z,M0197,,title_fuzzy_1.000,review/EBSCO/pdfs/EBSCO_M0197_Mechanism. Behavioral Sciences_2025_A_Paradox_of_Fit_How_Job_Complexity_Shapes_AI_Se.pdf,matched,A Paradox of Fit: How Job Complexity Shapes AI Self-Efficacy and AI Adoption Through a Curvilinear Mechanism,
EBSCO-FullText-06_24_2026-16.pdf,2026-06-24T18:42:48Z,M0196,,doi,review/EBSCO/pdfs/EBSCO_M0196_Relationship_2025_The_Relationship_Between_Career_Adaptability_and.pdf,matched,The Relationship Between Career Adaptability and Work Engagement Among Young Chinese Workers: Mediating Role of Job Satisfaction and Moderating Effects of Artificial Intelligence Self-Efficacy and Anxiety,
EBSCO-FullText-06_24_2026-13.pdf,2026-06-24T18:42:49Z,M0193,,doi,review/EBSCO/pdfs/EBSCO_M0193_Behavioral Sciences_2025_The_Organizational_Halo_How_Perceived_Philanthro.pdf,matched,The Organizational Halo: How Perceived Philanthropy Awareness Curbs Abusive Supervision via Moral Pride,
EBSCO-FullText-06_24_2026-18.pdf,2026-06-24T18:43:11Z,M0198,,doi,review/EBSCO/pdfs/EBSCO_M0198_Zhong_2025_Knowledge_Sharing_in_AI-Enabled_Workplaces_A_Soc.pdf,matched,Knowledge Sharing in AI-Enabled Workplaces: A Social Cognitive Perspective on Usefulness Perceptions and Competition,
EBSCO-FullText-06_24_2026-19.pdf,2026-06-24T18:45:28Z,M0199,,doi,review/EBSCO/pdfs/EBSCO_M0199_Journal of Psychosocial Research on Cyberspace_2025_Navigating_the_Digital_Landscape_Exploring_the_R.pdf,matched,,
EBSCO-FullText-06_24_2026-20.pdf,2026-06-24T18:45:33Z,M0200,,doi,review/EBSCO/pdfs/EBSCO_M0200_CORPUZ_2025_Development_and_initial_validation_of_the_Urban.pdf,matched,,
EBSCO-FullText-06_24_2026-21.pdf,2026-06-24T18:50:31Z,M0201,,doi,review/EBSCO/pdfs/EBSCO_M0201_Zhi Zeng_2025_Exploring_psychological_pathways_between_workpla.pdf,matched,Exploring psychological pathways between workplace violence and burnout among nurses in Chinese Tertiary Hospitals,title from PDF text fallback; matched ebsco_export_50_records.csv by title; PDF refs include spurious 10.1371/journal.pone.0259721 (citation only); article DOI 10.1038/s41598-025-19671-7
EBSCO-FullText-06_24_2026-22.pdf,2026-06-24T18:47:19Z,M0202,,doi,review/EBSCO/pdfs/EBSCO_M0202_Huang_2025_The_Relationships_Between_Contingent_Reward_Lead.pdf,matched,,
EBSCO-FullText-06_24_2026-24.pdf,2026-06-24T18:52:07Z,M0204,,doi,review/EBSCO/pdfs/EBSCO_M0204_Organization_2026_Relationships_Between_Organizational_Innovation.pdf,matched,"Relationships Between Organizational Innovation Climate, Creative Self-Efficacy, and Innovation Performance: A Cross-Sectional Study in Public Hospitals.",
EBSCO-FullText-06_24_2026-23.pdf,2026-06-24T18:52:07Z,M0203,,title_fuzzy_1.000,review/EBSCO/pdfs/EBSCO_M0203_Nursing Open_2026_The_Mediating_Role_of_Psychological_Capital_Betw.pdf,matched,The Mediating Role of Psychological Capital Between Caring Behaviour and Work Engagement of Nurses: A Cross‐Sectional Study,
EBSCO-FullText-06_24_2026-25.pdf,2026-06-24T18:50:30Z,M0205,,doi,review/EBSCO/pdfs/EBSCO_M0205_Pariona-Cabrera_2026_The_International_Journal_of_Human_Resource_Mana.pdf,matched,The International Journal of Human Resource Management Understanding police officers’ responses to moral injury: the aggravating effect of employee silence Patricia Pariona-Cabreraa,
EBSCO-FullText-06_24_2026-26.pdf,2026-06-24T18:50:45Z,M0206,,doi,review/EBSCO/pdfs/EBSCO_M0206_:_2026_Beyond_survival_gender_and_regional_dynamics_of.pdf,matched,Beyond survival: gender and regional dynamics of entrepreneurial success factors in transitional economy,
EBSCO-FullText-06_24_2026-27.pdf,2026-06-24T18:52:41Z,M0207,,doi,review/EBSCO/pdfs/EBSCO_M0207_Yue Changa_2026_The_International_Journal_of_Human_Resource_Mana.pdf,matched,"The International Journal of Human Resource Management Green human resource management and green supply chain integration: the mediating role of ambidextrous environmental strategy Yue Changa, Taiwen Fengb, Jianyu Tanc and Fenggang Xiand",
EBSCO-FullText-06_24_2026-28.pdf,2026-06-24T18:52:46Z,M0208,,doi,review/EBSCO/pdfs/EBSCO_M0208_Lee_2026_When_Choice_Disappears_Perceived_Coercion_and_Av.pdf,matched,When Choice Disappears: Perceived Coercion and Avoidance of Self-Service Technologies Among Older Consumers,
EBSCO-FullText-06_24_2026-29.pdf,2026-06-24T18:52:47Z,M0209,,doi,review/EBSCO/pdfs/EBSCO_M0209_Li_2025_How_Does_Human-Robot_Collaboration_Affect_Hotel.pdf,matched,How Does Human-Robot Collaboration Affect Hotel Employees’ Proactive Behavior? Jia-Min Lia,
EBSCO-FullText-06_24_2026-30.pdf,2026-06-24T18:53:45Z,M0210,,doi,review/EBSCO/pdfs/EBSCO_M0210_Uzkurt_2023_Green_information_systems_efforts_and_SMEs_envir.pdf,matched,Green information systems efforts and SMEs’ environmental and financial performance: how do eco-management practices shape the story? Cevahir Uzkurt,
EBSCO-FullText-06_24_2026-31.pdf,2026-06-24T18:54:40Z,M0211,,title_fuzzy_1.000,review/EBSCO/pdfs/EBSCO_M0211_G._2025_The_Dark_Side_of_Employees_Leadership_Potential.pdf,matched,The Dark Side of Employee’s Leadership Potential: Its Impact on Leader Jealousy and Ostracism,; PDF DOI 10.3390/ differs from master DOI 10.3390/bs15081001 (PLOS ONE vs Scientific Reports — may be wrong version or preprint)
EBSCO-FullText-06_24_2026-32.pdf,2026-06-24T18:55:11Z,M0212,,doi,review/EBSCO/pdfs/EBSCO_M0212_Zhang_2024_Psychology_in_the_Schools_RESEARCH_ARTICLE_Do_Re.pdf,matched,Psychology in the Schools RESEARCH ARTICLE Do Resilience and Performance Goals Mediate the Relationship Between Parental Educational Support and Chinese High School Students’ Self‐Regulated Learning? ‐ Based on the Social Cognitive Theory,
EBSCO-FullText-06_24_2026-33.pdf,2026-06-24T19:09:27Z,M0213,,doi,review/EBSCO/pdfs/EBSCO_M0213_Guosen Miao_2025_The_impact_of_corporate_social_responsibility_on.pdf,matched,The impact of corporate social responsibility on employee safety citizenship behavior in Chinese gas sector,
EBSCO-FullText-06_24_2026-34.pdf,2026-06-24T19:10:24Z,M0214,,doi,review/EBSCO/pdfs/EBSCO_M0214_Gonzalez_2025_Predictors_of_higher_education_dropout_intention.pdf,matched,Predictors of higher education dropout intention in the post-pandemic era: The mediating role of academic exhaustion,
EBSCO-FullText-06_24_2026-36.pdf,2026-06-24T19:12:00Z,M0216,,doi,review/EBSCO/pdfs/EBSCO_M0216_Lv_2023_Corporate_Social_Responsibility_and_Work_Engagem.pdf,matched,Corporate Social Responsibility and Work Engagement: A Moderated Serial Mediation Model,
EBSCO-FullText-06_24_2026-37.pdf,2026-06-24T19:12:29Z,M0217,,doi,review/EBSCO/pdfs/EBSCO_M0217_Yin_2025_The_Impact_of_Stigma_on_Autonomous_Motivation_Am.pdf,matched,The Impact of Stigma on Autonomous Motivation Among Psychiatric Hospital Staff in China: The Mediating Role of Turnover Intention,
EBSCO-FullText-06_24_2026-38.pdf,2026-06-24T19:13:51Z,M0218,,doi,review/EBSCO/pdfs/EBSCO_M0218_Yan_2025_Approach_or_Avoidance_How_Does_Employees_Generat.pdf,matched,Approach or Avoidance: How Does Employees’ Generative AI Awareness Shape Their Job Crafting Behavior? A Sensemaking Perspective,
EBSCO-FullText-06_24_2026-39.pdf,2026-06-24T19:14:17Z,M0219,,doi,review/EBSCO/pdfs/EBSCO_M0219_Peng_2025_From_physical_self-esteem_to_sports_participatio.pdf,matched,From physical self-esteem to sports participation: The mediating role of exercise motivation and social support in adolescents,
EBSCO-FullText-06_24_2026-40.pdf,2026-06-24T19:15:25Z,M0220,,doi,review/EBSCO/pdfs/EBSCO_M0220_Fan_2025_Proactive_Breakthrough_or_Passive_Exhaustion_A_D.pdf,matched,Proactive Breakthrough or Passive Exhaustion? A Dual-Path Integrated Model Driven by Perceived Overqualification,
EBSCO-FullText-06_24_2026-42.pdf,2026-06-24T19:16:53Z,M0222,,doi,review/EBSCO/pdfs/EBSCO_M0222_Kristine J. Olsona_2023_Mens_experiences_of_family_supportive_supervisor.pdf,matched,Men’s experiences of family supportive supervisor behavior through the lens of gender role traditionalism and nation of residence,
EBSCO-FullText-06_24_2026-41.pdf,2026-06-24T19:16:53Z,M0221,,doi,review/EBSCO/pdfs/EBSCO_M0221_Yang_2023_Coping_Responses_to_the_Stress_of_Using_News_Pla.pdf,matched,"Coping Responses to the Stress of Using News Platforms’ Recommendation Algorithms Jie Yanga,b",
EBSCO-FullText-06_24_2026-35.pdf,2026-06-24T19:17:20Z,M0215,,title_fuzzy_1.000,review/EBSCO/pdfs/EBSCO_M0215_to Work. Behavioral Sciences_2025_Back_to_Work_Running_on_Empty_How_Recovery_Needs.pdf,matched,"Back to Work, Running on Empty? How Recovery Needs and Perceived Organizational Support Shape Employees’ Vigor Upon Return to Work",; PDF DOI 10.3390/ differs from master DOI 10.3390/bs15070889 (PLOS ONE vs Scientific Reports — may be wrong version or preprint)
EBSCO-FullText-06_24_2026-43.pdf,2026-06-24T19:19:58Z,M0223,,doi,review/EBSCO/pdfs/EBSCO_M0223_Behavioral Sciences_2025_Coping_in_the_Face_of_Verbal_Aggression_The_Role.pdf,matched,Coping in the Face of Verbal Aggression: The Role of Self-Efficacy in Protecting Healthcare Professionals’ Well-Being and Job Satisfaction,
fpsyg-17-1853790.pdf,2026-06-24T19:20:17Z,M0224,,doi,review/EBSCO/pdfs/EBSCO_M0224_Yilmaz_2026_The_psychological_mechanisms_and_behavioral_dete.pdf,matched,The psychological mechanisms and behavioral determinants of academic integrity in the age of artificial intelligence,
fpsyg-17-1854548.pdf,2026-06-24T19:22:49Z,M0225,,doi,review/EBSCO/pdfs/EBSCO_M0225_Ma_2026_Positive_parenting_style_and_academic_burnout_in.pdf,matched,Positive parenting style and academic burnout in physical education teacher education students: a chain mediating model of physical activity and meaning in life,
fpsyg-17-1823846.pdf,2026-06-24T19:23:32Z,M0226,,doi,review/EBSCO/pdfs/EBSCO_M0226_Tong_2026_Beyond_prompt_engineering_the_associations_among.pdf,matched,"Beyond prompt engineering: the associations among creative self-efficacy, flow state, learner engagement, and psychological ownership in GenAI-assisted composition",
fpsyg-17-1838746.pdf,2026-06-24T19:25:02Z,M0229,,doi,review/EBSCO/pdfs/EBSCO_M0229_Yu_2026_Workplace_ostracism_and_political_behavior_a_mod.pdf,matched,Workplace ostracism and political behavior: a moderated mediation model of moral disengagement and supervisor-rated job performance,
fpsyg-17-1800281.pdf,2026-06-24T19:25:02Z,M0227,,doi,review/EBSCO/pdfs/EBSCO_M0227_Li_2026_From_overqualification_to_job_crafting_how_illeg.pdf,matched,From overqualification to job crafting: how illegitimate tasks and moral distress shape physicians’ self-regulation,
feduc-11-1805091.pdf,2026-06-24T19:25:09Z,M0230,,doi,review/EBSCO/pdfs/EBSCO_M0230_Ji_2026_The_mechanism_of_chained_psychological_resources.pdf,matched,The mechanism of chained psychological resources: the pathway of influence of mood states on executive function in art major candidates,
BLGv7U-fpsyg-17-1853790.pdf,2026-06-24T19:29:45Z,M0224,,doi,review/EBSCO/pdfs/EBSCO_M0224_Yilmaz_2026_The_psychological_mechanisms_and_behavioral_dete.pdf,duplicate,The psychological mechanisms and behavioral determinants of academic integrity in the age of artificial intelligence,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0224_Yilmaz_2026_The_psychological_mechanisms_and_behavioral_dete.pdf
4YsWwF-fpsyg-17-1854548.pdf,2026-06-24T19:30:02Z,M0225,,doi,review/EBSCO/pdfs/EBSCO_M0225_Ma_2026_Positive_parenting_style_and_academic_burnout_in.pdf,duplicate,Positive parenting style and academic burnout in physical education teacher education students: a chain mediating model of physical activity and meaning in life,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0225_Ma_2026_Positive_parenting_style_and_academic_burnout_in.pdf
zQu6Du-fpsyg-17-1823846.pdf,2026-06-24T19:30:22Z,M0226,,doi,review/EBSCO/pdfs/EBSCO_M0226_Tong_2026_Beyond_prompt_engineering_the_associations_among.pdf,duplicate,"Beyond prompt engineering: the associations among creative self-efficacy, flow state, learner engagement, and psychological ownership in GenAI-assisted composition",; master already has pdf: review/EBSCO/pdfs/EBSCO_M0226_Tong_2026_Beyond_prompt_engineering_the_associations_among.pdf
yMKme6-fpsyg-17-1800281.pdf,2026-06-24T19:31:15Z,M0227,,doi,review/EBSCO/pdfs/EBSCO_M0227_Li_2026_From_overqualification_to_job_crafting_how_illeg.pdf,duplicate,From overqualification to job crafting: how illegitimate tasks and moral distress shape physicians’ self-regulation,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0227_Li_2026_From_overqualification_to_job_crafting_how_illeg.pdf
fmed-13-1818069.pdf,2026-06-24T19:31:19Z,M0228,,doi,review/EBSCO/pdfs/EBSCO_M0228_Yang_2026_Core_self-evaluation_and_learning_burnout_among.pdf,matched,Core self-evaluation and learning burnout among first-year medical students: a three-wave longitudinal study on the mediating roles of anxiety-related distress and problematic digital media use,
lEZJoi-fpsyg-17-1838746.pdf,2026-06-24T19:31:47Z,M0229,,doi,review/EBSCO/pdfs/EBSCO_M0229_Yu_2026_Workplace_ostracism_and_political_behavior_a_mod.pdf,duplicate,Workplace ostracism and political behavior: a moderated mediation model of moral disengagement and supervisor-rated job performance,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0229_Yu_2026_Workplace_ostracism_and_political_behavior_a_mod.pdf
fpsyg-17-1789350.pdf,2026-06-24T19:32:12Z,M0231,,doi,review/EBSCO/pdfs/EBSCO_M0231_Li_2026_Beyond_words_developing_a_scale_to_measure_the_e.pdf,matched,Beyond words: developing a scale to measure the embodied professional literacy of K-12 physical education teachers,
sn6AWK-fpsyg-17-1759724.pdf,2026-06-24T19:32:30Z,M0232,,doi,review/EBSCO/pdfs/EBSCO_M0232_Zhang_2026_Status_and_influencing_factors_of_spiritual_clim.pdf,matched,Status and influencing factors of spiritual climate among oncology nurses: a cross-sectional study,
fpsyg-17-1782906.pdf,2026-06-24T19:33:26Z,M0233,,doi,review/EBSCO/pdfs/EBSCO_M0233_Yan_2026_The_cognitive_engine_of_evaluative_threat_social.pdf,matched,The cognitive engine of evaluative threat: socially prescribed perfectionism and Music Performance Anxiety—a moderated mediation analysis of rumination and self-compassion,
fpubh-14-1819684.pdf,2026-06-24T19:35:25Z,M0234,,doi,review/EBSCO/pdfs/EBSCO_M0234_Chen_2026_Analysis_of_hospital_resilience_in_public_health.pdf,matched,"Analysis of hospital resilience in public health emergencies using structural equation modeling: based on risk perception, resource preparedness, and team collaboration",
fpsyg-17-1830742.pdf,2026-06-24T19:35:52Z,M0235,,doi,review/EBSCO/pdfs/EBSCO_M0235_Theory_2026_Unpacking_the_impact_of_teacher_support_on_EAP-r.pdf,matched,Unpacking the impact of teacher support on EAP-related perceived academic achievement in EMI context: the mediating role of self-efficacy and academic engagement,
fpsyg-17-1773800.pdf,2026-06-24T19:36:13Z,M0236,,doi,review/EBSCO/pdfs/EBSCO_M0236_Bu_2026_The_relationship_between_shyness_and_short_video.pdf,matched,The relationship between shyness and short video addiction among college students: chain mediating role of social support and basic psychological needs,
fpsyg-17-1740508.pdf,2026-06-24T19:37:44Z,M0237,,doi,review/EBSCO/pdfs/EBSCO_M0237_Liu_2026_When_artificial_intelligence_becomes_a_job_resou.pdf,matched,When artificial intelligence becomes a job resource: how psychological capital fuels innovation in algorithm-driven workplaces,
s44217-026-01667-8.pdf,2026-06-24T19:41:18Z,M0238,,force_master_id,review/EBSCO/pdfs/EBSCO_M0238_Williams_2026_RESEARCH.pdf,matched,RESEARCH,"matched ebsco_export_50_records.csv by title; CORRECTION: reassigned from M0474 to M0238 (was mis-filed due to bad title parse ""RESEARCH""; PDF DOI 10.1007/s44217-026-01667-8 matches M0238)"
fpsyg-17-1746374.pdf,2026-06-24T19:38:25Z,M0239,,doi,review/EBSCO/pdfs/EBSCO_M0239_Luo_2026_The_relationship_between_mindfulness_self-contro.pdf,matched,"The relationship between mindfulness, self-control, and short video addiction among medical students",
fmars-13-1819880.pdf,2026-06-24T19:39:00Z,M0240,,doi,review/EBSCO/pdfs/EBSCO_M0240_Tianjiao Li_2026_The_impact_of_shipping_practitioners_low-carbon.pdf,matched,The impact of shipping practitioners’ low-carbon transition cognition on corporate green practices: a moderated mediation model,
fpsyg-17-1815824.pdf,2026-06-24T19:39:13Z,M0241,,doi,review/EBSCO/pdfs/EBSCO_M0241_Bi_2026_From_physical_workplaces_to_virtual_communities.pdf,matched,From physical workplaces to virtual communities: extending the job embeddedness construct and predicting digital makers’ continuance participation,
fpsyg-17-1788167.pdf,2026-06-24T19:39:43Z,M0242,,doi,review/EBSCO/pdfs/EBSCO_M0242_Li_2026_The_association_between_academic_self-esteem_and.pdf,matched,The association between academic self-esteem and college students’ positive psychological qualities: the mediating role of general self-efficacy,
DVA3ew-fpsyg-17-1788167.pdf,2026-06-24T19:41:06Z,M0242,,doi,review/EBSCO/pdfs/EBSCO_M0242_Li_2026_The_association_between_academic_self-esteem_and.pdf,duplicate,The association between academic self-esteem and college students’ positive psychological qualities: the mediating role of general self-efficacy,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0242_Li_2026_The_association_between_academic_self-esteem_and.pdf
fpsyg-17-1532064.pdf,2026-06-24T19:42:29Z,M0243,,doi,review/EBSCO/pdfs/EBSCO_M0243_Wang_2024_Provoking_or_backfiring_A_contingent_model_of_ho.pdf,matched,Provoking or backfiring? A contingent model of how abusive supervision influences learning from failure through fear,
33MCih-fpsyg-17-1788167.pdf,2026-06-24T19:44:22Z,M0242,,doi,review/EBSCO/pdfs/EBSCO_M0242_Li_2026_The_association_between_academic_self-esteem_and.pdf,duplicate,The association between academic self-esteem and college students’ positive psychological qualities: the mediating role of general self-efficacy,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0242_Li_2026_The_association_between_academic_self-esteem_and.pdf
fpubh-14-1835961.pdf,2026-06-24T19:45:58Z,M0244,,doi,review/EBSCO/pdfs/EBSCO_M0244_Wan_2026_Beyond_coexistence_the_asymmetric_interplay_of_h.pdf,matched,Beyond coexistence: the asymmetric interplay of health risk and promotion pathways driven by communication legacies across emerging and recurring epidemics,
JMDH-608329-latent-profile-analysis-of-family-resilience-and-its-associa.pdf,2026-06-24T19:46:09Z,M0245,,doi,review/EBSCO/pdfs/EBSCO_M0245_Linlin Ma_2025_JMDH_A_608329_115.pdf,matched,JMDH_A_608329 1..15,
fpsyg-17-1788145.pdf,2026-06-24T19:46:09Z,M0246,,doi,review/EBSCO/pdfs/EBSCO_M0246_Ko_2026_Why_perceived_organizational_virtue_matters_a_ps.pdf,matched,Why perceived organizational virtue matters: a psychological mechanism,
fpsyg-17-1795823.pdf,2026-06-24T19:46:30Z,M0247,,doi,review/EBSCO/pdfs/EBSCO_M0247_Zhao_2026_Time-lagged_effects_of_social_support_on_exercis.pdf,matched,"Time-lagged effects of social support on exercise adherence among Korean college students: serial mediation of self-efficacy, athletic identity, and intrinsic motivation",
f5J2xj-fpsyg-17-1788145.pdf,2026-06-24T19:46:46Z,M0246,,doi,review/EBSCO/pdfs/EBSCO_M0246_Ko_2026_Why_perceived_organizational_virtue_matters_a_ps.pdf,duplicate,Why perceived organizational virtue matters: a psychological mechanism,; master already has pdf: review/EBSCO/pdfs/EBSCO_M0246_Ko_2026_Why_perceived_organizational_virtue_matters_a_ps.pdf
fpsyg-17-1777854.pdf,2026-06-24T19:47:18Z,M0248,,doi,review/EBSCO/pdfs/EBSCO_M0248_He_2026_Associations_among_impostor_phenomenon_self-comp.pdf,matched,"Associations among impostor phenomenon, self-compassion, shame, and social anxiety in college students",
fpsyg-17-1767636.pdf,2026-06-24T19:47:46Z,M0249,,doi,review/EBSCO/pdfs/EBSCO_M0249_Benazir Ayesha_2026_Leadership_avoidance_as_a_rational_choice_among.pdf,matched,Leadership avoidance as a rational choice among women instructors in higher education: cross-cultural parallels,
fpsyg-17-1755265.pdf,2026-06-24T19:48:01Z,M0250,,doi,review/EBSCO/pdfs/EBSCO_M0250_Zuo_2026_The_pathways_to_teacher_growth_mediating_roles_o.pdf,matched,The pathways to teacher growth: mediating roles of motivation and self-efficacy within the community of inquiry framework,
fpubh-14-1780476.pdf,2026-06-24T19:48:23Z,M0252,,doi,review/EBSCO/pdfs/EBSCO_M0252_Huan Xu_2025_The_effect_of_social_capital_on_infectious_disea.pdf,matched,The effect of social capital on infectious disease-specific health literacy among community residents: the chain mediating effect of family health and psychological capital,
fpsyg-17-1797966.pdf,2026-06-24T19:48:25Z,M0251,,doi,review/EBSCO/pdfs/EBSCO_M0251_Xu_2026_Social_media_addiction_and_social_anxiety_among.pdf,matched,"Social media addiction and social anxiety among college students: the serial mediating roles of alienation, self-focused attention, and fear of negative evaluation",
fmed-13-1674680.pdf,2026-06-24T19:50:18Z,M0253,,doi,review/EBSCO/pdfs/EBSCO_M0253_Peng_2026_Sensory_processing_sensitivity_levels_in_patient.pdf,matched,Sensory processing sensitivity levels in patients with disorders of gut–brain interaction: a propensity score-matched cross-sectional study,
fpubh-14-1723969.pdf,2026-06-24T19:50:36Z,M0254,,doi,review/EBSCO/pdfs/EBSCO_M0254_Liu_2026_The_relationship_between_physical_activity_and_s.pdf,matched,The relationship between physical activity and subjective wellbeing in infertile women: the mediating role of positive feedback and self-efficacy,
fpsyg-17-1788475.pdf,2026-06-24T19:51:20Z,M0255,,doi,review/EBSCO/pdfs/EBSCO_M0255_Jiang_2026_Could_AI_risk_perception_AI_learning_anxiety_and.pdf,matched,"Could AI risk perception, AI learning anxiety and personal growth initiative influence university students’ AI usage capability? An empirical investigation based on the control-value theory",
EBSCO-FullText-06_24_2026-44.pdf,2026-06-24T19:52:51Z,M0257,,doi,review/EBSCO/pdfs/EBSCO_M0257_Kho_2026_Original_Article_Supervisors_as_Enhancers_of_Wor.pdf,matched,Original Article Supervisors as Enhancers of Workplace Resilience Training Promoting Training Transfer at Work and Perceptions of Support Madison C. Kho1and Monique F. Crane2,
4gf29L-systems-14-00369-v2.pdf,2026-06-24T19:53:02Z,M0256,,doi,review/EBSCO/pdfs/EBSCO_M0256_Ahmed Mohamed Hasanein_2026_Leading_Innovation_in_Tourism_and_Hospitality_Th.pdf,matched,Leading Innovation in Tourism and Hospitality: The Mediating Role of Knowledge Sharing and Organizational Agility,
EBSCO-FullText-06_24_2026-45.pdf,2026-06-24T19:53:10Z,M0258,,doi,review/EBSCO/pdfs/EBSCO_M0258_Lau_2026_How_Work_Autonomy_Enhances_Adaptive_Performance.pdf,matched,How Work Autonomy Enhances Adaptive Performance: The Sequential Role of Job Crafting Towards Strengths and Demands–Abilities Fit in Times of Crisis,
